date,no2,o3,so2,co
2000-01-01,18.50866576923077,0.018138051282051284,4.3179225,0.792037358974359
2000-01-02,14.692257921052631,0.02055257894736842,3.419269934210526,0.5786256578947369
2000-01-03,23.754976155844158,0.012814324675324675,3.2805801688311687,0.9319103766233766
2000-01-04,24.1609104,0.0130216,2.7603789625,0.992513425
2000-01-05,23.804671375,0.015491650000000001,3.002096075,0.9990748375
2000-01-06,26.55492236585366,0.011693341463414634,3.659731890243902,0.998894487804878
2000-01-07,27.624750142857142,0.011012357142857143,4.011378488095238,1.2104013928571429
2000-01-08,25.944677380952378,0.011472166666666667,4.208427047619048,1.1118826071428571
2000-01-09,25.068747214285715,0.013156880952380953,4.584341583333334,1.0724434999999999
2000-01-10,26.949610666666665,0.012852142857142857,3.121554869047619,1.0244865357142858
2000-01-11,25.48290638095238,0.013788380952380951,3.125759583333333,0.9145274285714284
2000-01-12,26.222470119047617,0.010641571428571429,3.3180735595238096,0.9536190833333335
2000-01-13,29.07855604761905,0.010893238095238095,3.6318195952380954,1.2499907619047619
2000-01-14,27.68982269047619,0.012281523809523808,3.8570455476190477,1.301382595238095
2000-01-15,29.064614714285714,0.01194952380952381,4.763844880952381,1.1939385476190476
2000-01-16,20.68274469047619,0.015418214285714287,3.3518181071428574,0.8266854523809525
2000-01-17,22.589507219512196,0.011780146341463415,2.8102961219512195,1.0297503048780488
2000-01-18,23.492862585365852,0.009438634146341463,3.602250756097561,0.9556420975609756
2000-01-19,23.966760341463413,0.009711024390243902,4.139333914634147,0.9710028658536586
2000-01-20,21.79956911392405,0.012154531645569622,3.6045533544303794,0.8563190126582279
2000-01-21,20.504316225,0.014754999999999999,3.4336867625,0.82177665
2000-01-22,20.7904904,0.01346385,4.0634132375,0.8344649625
2000-01-23,22.07440775,0.0124995,4.346819437500001,0.9137867500000001
2000-01-24,26.89925263414634,0.010532878048780487,6.00484256097561,1.0813928536585367
2000-01-25,18.83245804761905,0.01613409523809524,3.893373785714286,0.7217118214285714
2000-01-26,16.91466580952381,0.016469428571428572,3.6114547142857143,0.6416314880952381
2000-01-27,19.996327214285714,0.014891857142857142,3.4395112857142855,0.8732615595238096
2000-01-28,24.125409,0.013800809523809524,4.281264119047619,1.0033045119047619
2000-01-29,22.53121961904762,0.01765814285714286,4.225411142857142,0.8627289047619048
2000-01-30,22.7789933902439,0.018674560975609756,5.11369656097561,0.8352227560975609
2000-01-31,21.604060209302325,0.014821720930232558,4.1871373255813955,0.6975049186046511
2000-02-01,24.05904997647059,0.01516449411764706,3.9823088117647054,0.8790725764705882
2000-02-02,22.054138333333334,0.019655761904761905,2.758640666666667,0.8208406190476192
2000-02-03,28.201321666666665,0.017498476190476193,4.195372714285715,0.8738167857142857
2000-02-04,27.27485273170732,0.015052073170731707,4.638851524390244,0.8832753414634147
2000-02-05,20.857960048780487,0.017713560975609756,3.5338496219512194,0.7710574756097561
2000-02-06,21.275190512195124,0.018055634146341464,3.37008093902439,0.7850570853658536
2000-02-07,28.634117571428572,0.014707666666666666,4.094332476190476,0.9913388333333334
2000-02-08,29.86665660240964,0.012633518072289155,3.7745318192771085,1.0167285783132531
2000-02-09,27.014451162790696,0.017889441860465115,4.286521860465116,0.882996476744186
2000-02-10,22.83117388372093,0.019597883720930232,4.280753186046511,0.7141812790697675
2000-02-11,21.483829674418605,0.020109627906976745,3.749182953488372,0.6188957558139535
2000-02-12,14.808032146341464,0.02347160975609756,2.747652524390244,0.4815831097560976
2000-02-13,14.300473261904761,0.020918,2.844334523809524,0.51856625
2000-02-14,17.50665173170732,0.01604590243902439,2.946207487804878,0.5721914634146341
2000-02-15,21.4257,0.015731925,3.3615460749999997,0.7251850375
2000-02-16,22.091446595238097,0.01831830952380952,3.5880617619047617,0.730893119047619
2000-02-17,17.335604333333333,0.020345190476190475,2.882043630952381,0.6002819523809524
2000-02-18,23.06243435714286,0.01426509523809524,3.076694107142857,0.8318060952380952
